Fiscal Year,Requirement Title,Requirement Description,Office Symbol,New Requirement,Incumbent Contractor,Past Competition,Length of Performance,Target Award Fiscal Year Quarter,Estimated Value,Place of Performance,Point of Contact Name,Facility Security Clearance,NAICS Code,Estimated Value Lower,Estimated Value Upper
FY24,,"SOUTHERN BORDER TELECOMMUNICATIONS, REPAIRING WORKSHOPS",INL/WHP,New,,,1 year,Q1,>$1M and <$5M,MEXICO,"Gaudreau, Margaret R",,334290 - Other Communications Equipment Manufacturing,1000000.0,5000000.0
FY24,,PROVIDE REPAIRING WORKSHOP TOOLS TO SEMAR TO FACILITATE GOM THE MAINTENANCE OF THE RADIOS AND P25 TELECOMM EQUUIPMENT.,INL/WHP,New,,,1 time purchase,Q4,>$1M and <$5M,MEXICO,"Gaudreau, Margaret R",,611430 - Professional and Management Development Training,1000000.0,5000000.0
FY24,,PROVIDE NATIONAL MIGRATION INSTITUTE (INM) WITH TECHNOLOGY FOR PASSENGER DATA PROCESSING TO IDENTIFY HIGH-RISK TRAVELERS THAT MAY POSE A GREATER RISK FOR VIOLATION OF FOREIGN COUNTRIES LAWS AND/OR REGULATIONS,INL/WHP,New,,,3 years,Q4,>$1M and <$5M,MEXICO,"Gaudreau, Margaret R",,334517 - Irradiation Apparatus Manufacturing,1000000.0,5000000.0
FY24,,PROVIDE ASSISTANCE TO 13 SHELTERS THAT PROVIDE SUPPORT TO VICTIMS OF TRAFFOCKING IN PERSONS IN MEXICO.,INL/WHP,New,,,2 years,Q2,>$1M and <$5M,MEXICO,"Gaudreau, Margaret R",,541690 - Other Scientific and Technical Consulting Services,1000000.0,5000000.0
FY24,,COMBATTING TIP THROUGH AWARENESS PROGRAMS AND STANDARIZATION OF STATE ACTION PLANS,INL/WHP,New,,,2 years,Q3,>$1M and <$5M,MEXICO,"Gaudreau, Margaret R",,541690 - Other Scientific and Technical Consulting Services,1000000.0,5000000.0
FY24,,IT EQUIPMENT AND TO UPGRADE THE TRAINING FACILITIES OF FGR LA MURALLA FOR CLANDESTINE LABORATORY TRAININGS FOR FEDERAL UNITS.,INL/WHP,New,,,1 time purchase,Q1,>$1M and <$5M,MEXICO,"Gaudreau, Margaret R",,334111 - Electronic Computer Manufacturing,1000000.0,5000000.0
FY24,,"PROVIDE ADVANCED MEDICAL, TACTICAL, AND TRAINING EQUIPMENT TO MODERNIZE THE RESOURCES OF THE MEXICAN STATE AND FEDERAL CANINE UNITS",INL/WHP,New,,,5 years,Q4,>$1M and <$5M,MEXICO,"Gaudreau, Margaret R",,423490 - Other Professional Equipment and Supplies Merchant Wholesalers,1000000.0,5000000.0
FY24,,PROVIDE SUVS MODIFIED WITH CANINE INSERTS TO MODERNIZE THE RESOURCES OF THE MEXICAN STATE AND FEDERAL CANINE UNITS,INL/WHP,New,,,1 year,Q2,>$500K and <$1M,MEXICO,"Gaudreau, Margaret R",,423110 - Automobile and Other Motor Vehicle Merchant Wholesalers,500000.0,1000000.0
FY24,,PERSONAL PROTECTIVE EQUIPMENT (PPE) TO BE USED DURING CLANDESTINE LABORATORY TRAININGS FOR MEXICAN FEDERAL UNITS THAT CONDUCT CLANDESTINE LABORATORY INVESTIGATIONS AND SEIZURES,INL/WHP,New,,,1 year,Q1,>$1M and <$5M,MEXICO,"Gaudreau, Margaret R",,339113 - Surgical Appliance and Supplies Manufacturing,1000000.0,5000000.0
FY24,,PRE-FABRICATED BUILDING  TO UPGRADE THE TRAINING FACILITES OF FGR LA MURALLA FOR TACTICAL AND OPERATIONAL TRAININGS.,INL/WHP,New,,,2 years,Q2,>$1M and <$5M,MEXICO,"Gaudreau, Margaret R",,332311 - Prefabricated Metal Building and Component Manufacturing,1000000.0,5000000.0
FY24,,PRISON INTELLIGENCE UNIT TRAINING,INL/WHP,New,,,2 years,Q1,>$500K and <$1M,MEXICO,"Gaudreau, Margaret R",,611430 - Professional and Management Development Training,500000.0,1000000.0
FY24,,KITS TO SUPPORT MEXICAN LAW ENFORCEMENT PERSONNEL TO IDENTIFY OPIOID SUBSTANCES AND ANY RELATED MATERIAL IN ITS DIFFERENT FORMS.,INL/WHP,New,,,1 year,Q2,>$1M and <$5M,MEXICO,"Gaudreau, Margaret R",,541380 - Testing Laboratories,1000000.0,5000000.0
FY24,,AERONET COMMUNICATION TOWER,INL/WHP,New,,,1 year,Q1,>$500K and <$1M,BELIZE,"Gaudreau, Margaret R",,237130 - Power and Communication Line and Related Structures Construction,500000.0,1000000.0
FY24,,VIRTUAL SHOOTING RANGES (X3) FOR DNP INL TRAINING,INL/WHP,New,,,< 12 months,Q2,>$250K and <$500K,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,611519 - Other Technical and Trade Schools,250000.0,500000.0
FY24,,VIDEO SURVEILLANCE FOR 911 (INCL POSSIBLE SUPPORT SERVERS),INL/WHP,New,,,4 years,Q3,>$1M and <$5M,DJIBOUTI REPUBLIC OF,"Gaudreau, Margaret R",,334310 - Audio and Video Equipment Manufacturing,1000000.0,5000000.0
FY24,,IT EQUIPMENT FOR DNP,INL/WHP,New,,,1 time purchase,Q2,>$500K and <$1M,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,334112 - Computer Storage Device Manufacturing,500000.0,1000000.0
FY24,,"IT NETWORKING, SECURITY, AND STORAGE UPGRADE TO DNCD DATA CENTER",INL/WHP,New,,,2 years,Q2,>$500K and <$1M,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,334290 - Other Communications Equipment Manufacturing,500000.0,1000000.0
FY24,,"CONTINUED COMMUNICATIONS ARCHITECTURE DEVELOPMENT TO DNCD, ARMADA, AND FARD IN REMOTE AND POORLY CONNECTED AREAS IN THE SOUTHERN REGION OF THE COUNTRY",INL/WHP,New,,,1 year,Q2,>$500K and <$1M,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,334290 - Other Communications Equipment Manufacturing,500000.0,1000000.0
FY24,,"MODULAR AND FIXED INFTRASTRUCTURE SOLUTIONS SUPPORT TO DNCD, ARMADA, AND FARD IN BARAHONA (INCLUDING NEW TRAINING BASE), AND IN REMOTE AREAS ONWARD WEST TO THE BORDER",INL/WHP,New,,,1 year,Q3,>$500K and <$1M,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,332311 - Prefabricated Metal Building and Component Manufacturing,500000.0,1000000.0
FY24,,"HARDWARE, SOFTWARE EQUIPMENT, MATERIALS, AND LICENSES FOR DNCD CYBERCRIME DIRECTORATE",INL/WHP,New,,,1 year,Q2,>$250K and <$500K,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,423430 - Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,250000.0,500000.0
FY24,,"TECHNOLOGY, SERVERS, AND DIGITAL RECORDS SOFTWARE FOR DNCD ACADEMY AT HQS FACILITY",INL/WHP,New,,,1 year,Q3,>$250K and <$500K,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,423430 - Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,250000.0,500000.0
FY24,,INFRASTRUCTURE CONSTRUCTION MATERIALS SUPPORT FOR PIER AT REMOTE AREA OF ISLA BEATA LOCATED OFF THE MAIN LAND ON THE SOUTHERN POIT OF THE COUNTRY WEST OF CABO ROJO,INL/WHP,New,,,1 year,Q1,>$250K and <$500K,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,236220 - Commercial and Institutional Building Construction,250000.0,500000.0
FY24,,FUSION CENTER EQUIPMENT FOR MONEY LAUNDERING TASK FORCE.,INL/WHP,New,,,1 year,Q1,>$500K and <$1M,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,334112 - Computer Storage Device Manufacturing,500000.0,1000000.0
FY24,,CELLEBRITE PREMIUM FOR MLTF,INL/WHP,New,,,1 year,Q1,>$250K and <$500K,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,334610 - Manufacturing and Reproducing Magnetic and Optical Media,250000.0,500000.0
FY24,,I2 STUDIO FOR FORENSICS ANALYSIS FOR UAF,INL/WHP,New,,,2 years,Q2,>$250K and <$500K,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,334610 - Manufacturing and Reproducing Magnetic and Optical Media,250000.0,500000.0
FY24,,FURNITURE FOR NEW MLTF BUILDING,INL/WHP,New,,,1 year,Q3,>$250K and <$500K,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,449110 - Furniture Retailers,250000.0,500000.0
FY24,,PGR DATA CENTER MODERNIZATION,INL/WHP,New,,,2 years,Q3,>$500K and <$1M,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,423430 - Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,500000.0,1000000.0
FY24,,OCABID DATA CENTER MODERNIZATION,INL/WHP,New,,,2 years,Q2,>$500K and <$1M,DOMINICAN REPUBLIC,"Gaudreau, Margaret R",,423430 - Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,500000.0,1000000.0
FY24,,"RENOVATE THE EXISTING POLICE SCHOOL IN PORT-AU-PRINCE WITH STATE OF THE ART EQUIPMENT, SOLAR POWERED, INTERNET AND NETWORK CONNECTIVITY THROUGH STARLINK, 5-YEAR MAINTENANCE CONTRACT, INCLUDING FACILITIES FOR IN-SERVICE TRAINING.",INL/WHP,New,,,5 years,Q1,>$10M and <$20M,HAITI,"Gaudreau, Margaret R",,237990 - Other Heavy and Civil Engineering Construction,10000000.0,20000000.0
FY24,,"BUILD A SECOND POLICE SCHOOL IN MORNE CASSE LOCATED IN THE NORTHEAST OF HAITI WITH STATE OF THE ART EQUIPMENT, SOLAR POWERED, INTERNET AND NETWORK CONNECTIVITY THROUGH STARLINK, 5-YEAR MAINTENANCE CONTRACT, INCLUDING FACILITIES FOR IN-SERVICE TRAINING.",INL/WHP,New,,,5 years,Q2,>$10M and <$20M,HAITI,"Gaudreau, Margaret R",,237990 - Other Heavy and Civil Engineering Construction,10000000.0,20000000.0
FY24,,"RENOVATE ALL 10 HNP DEPARTMENTAL HQS WITH STATE-THE ART, PERIMETER SECURITY FENCE AND GUARD TOWERS, SOLAR POWERED WITH BACKUP GENERATOR, KITCHENM DORMITORIES FOR AGENTS AND HIGH RANKING HNP OFFICIALS, INTERNET CONNECTIVITY, PARKING GARAGES FOR POLICE VEHI",INL/WHP,New,,,5 years,Q3,>$5M and <$10M,HAITI,"Gaudreau, Margaret R",,237990 - Other Heavy and Civil Engineering Construction,5000000.0,10000000.0
FY24,,RE-ESTABLISH AN INTERAGENCY AGREEEMENT WITH DEA IN SUPPORT OF AN SIU WITHIN THE HNP COUNTERNARCOTICS UNIT BLTS,INL/WHP,New,,,5 years,Q2,>$1M and <$5M,HAITI,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",1000000.0,5000000.0
FY24,,"PROCURE A PERSONNEL MANAGEMENT SYSTEM TO ACCOUNT FOR ALL ACTIVE HNP PERSONNEL, INCLUDING: ASSOCIATED COMPUTER AND NETWORKING SYSTEM, A YEAR CONTRACT MAINTENANCE AND IN-SERVICE TRAINING,  AND 5 YEAR INTERNET CONNECTIVITY THROUGH STARLINK.",INL/WHP,New,,,5 years,Q2,>$500K and <$1M,HAITI,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",500000.0,1000000.0
FY24,,"PROCURE A LOGISTICS MANAGEMENT SYSTEM TO ACCOUNT FOR ALL INL-DONATED EQUIPMENT, VEHICLES, AND COMMUNICATIONS, INCLUDING: ASSOCIATED COMPUTER AND NETWORKING SYSTEM, A YEAR CONTRACT MAINTENANCE AND IN-SERVICE TRAINING,  AND 5 YEAR INTERNET CONNECTIVITY THRO",INL/WHP,New,,,5 years,Q2,>$250K and <$500K,HAITI,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",250000.0,500000.0
FY24,,FUND THE LEADERSHIP TRAINING FOR MID AND HIGH-RANKING HNP OFFICIALS IN USA OR ABROAD,INL/WHP,New,,,1 year,Q2,>$500K and <$1M,HAITI,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",500000.0,1000000.0
FY24,,REFURBISH AND RENOVATE AT LEAST ONE MAIN COMMISSARIAT  PER DEPARTMENT FOR A TOTAL OF 10 HNP COMMISARIATS,INL/WHP,New,,,5 years,Q3,>$1M and <$5M,HAITI,"Gaudreau, Margaret R",,237990 - Other Heavy and Civil Engineering Construction,1000000.0,5000000.0
FY24,,FUND AN INDEPENDENT PRE-MID-AND POST SURVEY TO GAUGE PROGRESS ON THE PROFESSIONALIZATION AND THE DEVELOPMENT OF HNP,INL/WHP,New,,,5 years,Q3,>$250K and <$500K,HAITI,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",250000.0,500000.0
FY24,,"FUND THE REPLACEMENT, REPAIR, AND INSTALLATION OF REPEATERS AND MICROWAVE DISHES THROUGHOUT HAITI TO FACILITATE EFFECTIVE AND INTEROPERABLE COMMUNICATION SYSTEM BETWEEN THE HNP DEPARTMENTAL HQS",INL/WHP,New,,,5 years,Q3,>$1M and <$5M,HAITI,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",1000000.0,5000000.0
FY24,,"FUND THE ESTABLISHMENT OF AN HNP CENTRAL COMMAND CENTER FOR COMMUNICATION AND COORDINATION DURING GANG OPERATIONS AND DURING CRITICAL INCIDENTS, EQUIPPED WITH STATE OF THE ART COMPUTERS, TV MONITORS TO CAPTURE DRONE IMAGES, CONFERENCE ROOM TO DEVELOP OPER",INL/WHP,New,,,5 years,Q1,>$500K and <$1M,HAITI,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",500000.0,1000000.0
FY24,,"PROCURE A RECORD MANAGEMENT SYSTEM FOR THE HNP'S DCPJ, SIMILAR TO THE RAP SYSTEM IN GUATEMALA, WITH NETWORKING ABILITY AND 5-YEAR INTERNET CONNECTIVITY VIA STARLINK, INCLUDING INSTALLATION AND TRAINING  THROUGHOUT THE 10 DEPARTMENTS.",INL/WHP,New,,,5 years,Q2,>$500K and <$1M,HAITI,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",500000.0,1000000.0
FY24,,"PROCURE 20 NEW MOTORCYCLES FOR EACH OF THE 10 HNP DEPARTMENTAL HQS, INCLUDING SPARE PARTS AND A 5-YEAR MAINTENANCE CONTRACT FOR HNP OFFICERS TO NAVIGATE CONGESTED OR REMOTE AREAS WITHIN THEIR RESPECTIVE AOR",INL/WHP,New,,,5 years,Q3,>$1M and <$5M,HAITI,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",1000000.0,5000000.0
FY24,,"PROCURE AND PROVISION FOR TRAINING FOR MODERN POLICE INVESTIGATIVE TOOLS: FORENSIC KITS, FINGERPRINTING TECHNOLOGY, AND SURVEILLANCE EQIPMENT FOR DCPJ AND OTHER HNP SPECIALIZED UNIT",INL/WHP,New,,,1 year,Q3,>$250K and <$500K,HAITI,"Gaudreau, Margaret R",Other,"541990 - All Other Professional, Scientific and Technical Services",250000.0,500000.0
FY24,,"PROCURE AND INSTALL INFRARED AND SOLAR POWERED SURVEILLANCE CAMERAS WITH LICENSE PLATE READER CAPABILITY IN STRATEGIC IN PORT-AU-PRINCE AND IN MAIN CITIES THROUGHOUT HAITI WHERE SECURITY SITUATION ALLOWS TO FEED THE CENTRAL COMMAND CENTER, INCLUDING A 5-Y",INL/WHP,New,,,5 years,Q3,>$1M and <$5M,HAITI,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",1000000.0,5000000.0
FY24,,"TO BUILD THREE GARAGES FOR MAINTENANCE AND REPAIRS OF HNP VEHICLES FLEET: ONE IN P-A-P, ONE IN THE NORTH AND ONE IN THE SOUTH WITH EXPERIENCED HNP MECHANICS, STATE-OF-THE -ART EQUIPEMT, POLICE TOW TRUCKS,",INL/WHP,New,,,5 years,Q3,>$5M and <$10M,HAITI,"Gaudreau, Margaret R",,237990 - Other Heavy and Civil Engineering Construction,5000000.0,10000000.0
FY24,,"FUND QUARTERLY WORKSHOPS AND SEMINARS FOR RELEVANT HNP UNITS AND COMMUNITY LEADERS ON THE QUALITY IMPROVEMENT PROCESS (QIP) CONCEPT, UPDATES ON HAITIAN LAWS AND REGULATIONS, ADVANCED INVESTIGATIVE TECHNIQUES, CRISIS MANAGEMENT, COMMUNITY ENGAGEMENT STRATE",INL/WHP,New,,,5 years,Q2,>$1M and <$5M,HAITI,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",1000000.0,5000000.0
FY24,,FUND YEARLY CRISIS MANAGEMENT AND DISASTER PREPAREDNESS TRAINING FOR MID TO HIGH RANKING HNP OFFICIALS,INL/WHP,New,,,5 years,Q3,>$1M and <$5M,HAITI,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",1000000.0,5000000.0
FY24,,PURCHASE UP TO THREE HEAVILY ARMORED VEHICLES TO REPLACE LOSSES DUE TO GANG ACTIVITY.,INL/WHP,New,,,3 years,Q3,>$500K and <$1M,HAITI,"Gaudreau, Margaret R",,336120 - Heavy Duty Truck Manufacturing,500000.0,1000000.0
FY24,,"PURCHASE UP TO EIGHT PIECES OF ARMORED HEAVY EQUIPMENT (I.E. BULLDOZERS, HIGH MOBILITY ENGINEERING EQUIPMENT, ETC) FOR USE IN ANTI-GANG OPERATIONS.",INL/WHP,New,,,3 years,Q3,>$5M and <$10M,HAITI,"Gaudreau, Margaret R",,"333924 - Industrial Truck, Tractor, Trailer and Stacker Machinery Manufacturing",5000000.0,10000000.0
FY24,,"POPULATION PERCEPTION SURVEY OF THE GOH, SECURITY SECTOR, THE JUSTICE SECTOR, AND THE MSS. THIS WILL INCLUDE NATIONAL MAPPING AND PUBLIC ENGAGEMENT TO PRODUCE OUTPUT FOR THE SURVEY, THROUGHOUT THE 10 DEPARTMENTS.",INL/WHP,New,,,5 years,Q3,>$5M and <$10M,HAITI,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",5000000.0,10000000.0
FY24,,METALSHARK INTERCEPTOR BOAT FOR ECUADORIAN COAST GUARD PATROL,INL/WHP,New,,,< 12 months,Q1,>$500K and <$1M,ECUADOR,"Gaudreau, Margaret R",,336612 - Boat Building,500000.0,1000000.0
FY24,,VEHICLES FOR ECUADORIAN NATIONAL POLICE,INL/WHP,New,,,< 12 months,Q2,>$500K and <$1M,ECUADOR,"Gaudreau, Margaret R",,336310 - Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,500000.0,1000000.0
FY24,,REFURBISHMENT OF MOTHERSHIP FOR ECUADORIAN COAST GUARD,INL/WHP,New,,,< 12 months,Q2,>$500K and <$1M,ECUADOR,"Gaudreau, Margaret R",,336612 - Boat Building,500000.0,1000000.0
FY24,,CONSTRUCTION OF LAW ENFORCEMENT ACADEMY IN GUAYAQUIL,INL/WHP,New,,,< 12 months,Q3,>$250K and <$500K,ECUADOR,"Gaudreau, Margaret R",,236220 - Commercial and Institutional Building Construction,250000.0,500000.0
FY24,,CONSTRUCTION OF POLYGRAPH SCHOOL BUILDING,INL/WHP,New,,,1 year,Q1,>$250K and <$500K,ECUADOR,"Gaudreau, Margaret R",,236220 - Commercial and Institutional Building Construction,250000.0,500000.0
FY24,,NETWORKING EQUIPMENT (SERVERS) FOR INTELLIGENCE CENTER (C4I2) OF ECUADORIAN NATIONAL POLICE,INL/WHP,New,,,< 12 months,Q1,>$500K and <$1M,ECUADOR,"Gaudreau, Margaret R",,334118 - Computer Terminal and Other Computer Peripheral Equipment Manufacturing,500000.0,1000000.0
FY24,,ITP DORMITORY AND BATHROOM REFURBISHMENT,INL/WHP,New,,,1 year,Q4,>$500K and <$1M,HONDURAS,"Gaudreau, Margaret R",,236220 - Commercial and Institutional Building Construction,500000.0,1000000.0
FY24,,IT EQUIPMENT,INL/WHP,New,,,1 time purchase,Q3,>$500K and <$1M,HONDURAS,"Gaudreau, Margaret R",,334111 - Electronic Computer Manufacturing,500000.0,1000000.0
FY24,,IT EQUIPMENT AND COMPONENTS FOR AFIS,INL/WHP,New,,,< 12 months,Q2,>$500K and <$1M,HONDURAS,"Gaudreau, Margaret R",,449210 - Electronics and Appliance Retailers,500000.0,1000000.0
FY24,,MICROWAVE COMMUNICATIONS PROJECT,INL/WHP,New,,,2 years,Q1,>$10M and <$20M,PANAMA,"Gaudreau, Margaret R",,236220 - Commercial and Institutional Building Construction,10000000.0,20000000.0
FY24,,CELLPHONE SERVICES,INL/WHP,New,,,5 years,Q1,>$500K and <$1M,PANAMA,"Gaudreau, Margaret R",,517122 - Agents for Wireless Telecommunications Services,500000.0,1000000.0
FY24,,CELLPHONE SERVICES,INL/WHP,New,,,5 years,Q4,>$500K and <$1M,PANAMA,"Gaudreau, Margaret R",,517122 - Agents for Wireless Telecommunications Services,500000.0,1000000.0
FY24,,PICK UP TRUCKS,INL/WHP,New,,,1 time purchase,Q1,>$500K and <$1M,PANAMA,"Gaudreau, Margaret R",,336110 - Automobile and Light Duty Motor Vehicle Manufacturing,500000.0,1000000.0
FY24,,CONSTRUCTION OF COMMUNITY KIOSKS,INL/WHP,New,,,< 12 months,Q2,>$1M and <$5M,GUATEMALA,"Gaudreau, Margaret R",,236220 - Commercial and Institutional Building Construction,1000000.0,5000000.0
FY24,,MICROWAVE ANTENNAES,INL/WHP,New,,,< 12 months,Q2,>$1M and <$5M,GUATEMALA,"Gaudreau, Margaret R",,517810 - All Other Telecommunications,1000000.0,5000000.0
FY24,,SURVEILLANCE CAMERAS FOR C5 AND MPPS,INL/WHP,New,,,1 time purchase,Q1,>$250K and <$500K,GUATEMALA,"Gaudreau, Margaret R",,423850 - Service Establishment Equipment and Supplies Merchant Wholesalers,250000.0,500000.0
FY24,,REMODEL PROJECT - CRIMES AGAINST LIFE,INL/WHP,New,,,< 12 months,Q2,>$1M and <$5M,GUATEMALA,"Gaudreau, Margaret R",,236220 - Commercial and Institutional Building Construction,1000000.0,5000000.0
FY24,,SOFTWARE FOR CRADIC,INL/WHP,New,,,< 12 months,Q2,>$250K and <$500K,GUATEMALA,"Gaudreau, Margaret R",,334610 - Manufacturing and Reproducing Magnetic and Optical Media,250000.0,500000.0
FY24,,NEW INVESTIGATIVE METHODOLOGIES,INL/WHP,New,,,< 12 months,Q2,>$250K and <$500K,GUATEMALA,"Gaudreau, Margaret R",,611519 - Other Technical and Trade Schools,250000.0,500000.0
FY24,,INFRASTRUCTURE IMPROVEMENTS AT NEW COUNTERNARCOTICS TRAINING SITE,INL/WHP,New,,,< 12 months,Q1,>$500K and <$1M,GUATEMALA,"Gaudreau, Margaret R",,236220 - Commercial and Institutional Building Construction,500000.0,1000000.0
FY24,,INTERCEPTOR BOAT ENGINES,INL/WHP,New,,,,Q2,>$500K and <$1M,GUATEMALA,"Gaudreau, Margaret R",,441222 - Boat Dealers,500000.0,1000000.0
FY24,,EL SALVADOR IDIQ FOR VEHICLES PURCHASES,INL/WHP,New,,,1 time purchase,Q1,>$1M and <$5M,EL SALVADOR,"Gaudreau, Margaret R",,441110 - New Car Dealers,1000000.0,5000000.0
FY24,,EL SALVADOR IDIQ FOR COMPUTER EQUIPMENT,INL/WHP,New,,,1 time purchase,Q2,>$1M and <$5M,EL SALVADOR,"Gaudreau, Margaret R",,423430 - Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,1000000.0,5000000.0
FY24,,EL SALVADOR BPA FOR CONSTRUCTION MATERIALS,INL/WHP,New,,,1 year,Q2,>$250K and <$500K,EL SALVADOR,"Gaudreau, Margaret R",,"423310 - Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",250000.0,500000.0
FY24,,EL SALVADOR BPA FOR AIR CONDITIONER,INL/WHP,New,,,1 year,Q2,>$250K and <$500K,EL SALVADOR,"Gaudreau, Margaret R",,333429 - Other Industrial Machinery Manufacturing,250000.0,500000.0
FY24,,EL SALVADOR OFFICE FURNITURE PURCHASE,INL/WHP,New,,,1 year,Q2,>$250K and <$500K,EL SALVADOR,"Gaudreau, Margaret R",,449110 - Furniture Retailers,250000.0,500000.0
FY24,,EL SALVADOR ISO ACCREDITATIONS FOR DNA LAB,INL/WHP,New,,,1 year,Q2,>$250K and <$500K,EL SALVADOR,"Gaudreau, Margaret R",,"541990 - All Other Professional, Scientific and Technical Services",250000.0,500000.0
FY24,,EL SALVADOR FIELD GEAR EQUIPMENT PURCHASE,INL/WHP,New,,,1 year,Q1,>$250K and <$500K,EL SALVADOR,"Gaudreau, Margaret R",,458110 - Clothing and Clothing Accessories Retailers,250000.0,500000.0
FY24,,EL SALVADOR OFFICE EQUIPMENT PURCHASE,INL/WHP,New,,,1 year,Q2,>$250K and <$500K,EL SALVADOR,"Gaudreau, Margaret R",,423420 - Office Equipment Merchant Wholesalers,250000.0,500000.0
FY24,,EL SALVADOR INVESTIGATIVE EQUIPMENT PURCHASE,INL/WHP,New,,,1 year,Q2,>$250K and <$500K,EL SALVADOR,"Gaudreau, Margaret R",,334516 - Analytical Laboratory Instrument Manufacturing,250000.0,500000.0
FY24,,"EL SALVADOR K9 DOGS, PURCHASE AND TRAINING",INL/WHP,New,,,1 year,Q1,>$250K and <$500K,EL SALVADOR,"Gaudreau, Margaret R",,922120 - Police Protection,250000.0,500000.0
FY24,,EL SALVADOR INVESTIGATIVE SOFTWARE RENEWAL AND TRAINING,INL/WHP,New,,,1 year,Q2,>$250K and <$500K,EL SALVADOR,"Gaudreau, Margaret R",,423430 - Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,250000.0,500000.0
FY24,,EL SALVADOR FORENSICS EQUIPMENT PURCHASES,INL/WHP,New,,,1 year,Q2,>$500K and <$1M,EL SALVADOR,"Gaudreau, Margaret R",,334516 - Analytical Laboratory Instrument Manufacturing,500000.0,1000000.0
FY24,,EL SALVADOR BOATS FOR COASTAL POLICE,INL/WHP,New,,,1 year,Q2,>$500K and <$1M,EL SALVADOR,"Gaudreau, Margaret R",,336612 - Boat Building,500000.0,1000000.0
FY24,,EL SALVADOR ANTI BOMBS ROBOT FOR SALVADORAN POLICE,INL/WHP,New,,,1 year,Q1,>$250K and <$500K,EL SALVADOR,"Gaudreau, Margaret R",,333429 - Other Industrial Machinery Manufacturing,250000.0,500000.0
FY24,,EL SALVADOR ANTI BOMBS EQUIPMENT FOR SALVADORAN POLICE,INL/WHP,New,,,1 year,Q1,>$500K and <$1M,EL SALVADOR,"Gaudreau, Margaret R",,333429 - Other Industrial Machinery Manufacturing,500000.0,1000000.0
FY24,,TRAINING HELICOPTER COLOMBIA NATIONAL POLICE - AVIATION UNIT,INL/WHP,Recompete,,Competitive,3 years,Q1,>$1M and <$5M,COLOMBIA,"Gaudreau, Margaret R",Other,611430 - Professional and Management Development Training,1000000.0,5000000.0
FY24,,EL SALVADOR THIRD PARTY CONTRACT OY05 6MO-RENEWAL,INL/WHP,Recompete,ATSG,Competitive,< 12 months,Q1,>$1M and <$5M,EL SALVADOR,"Gaudreau, Margaret R",Other,561320 - Temporary Help Services,1000000.0,5000000.0
FY24,,EL SALVADOR THIRD PARTY CONTRACT - NEW CONTRACT,INL/WHP,Recompete,ATSG,Competitive,5 years,Q1,>$10M and <$20M,EL SALVADOR,"Gaudreau, Margaret R",Other,561320 - Temporary Help Services,10000000.0,20000000.0
FY24,,FIU INVESTIGATIVE ADVISOR,INL/WHP,Recompete,ATSG,Competitive,1 year,Q1,>$250K and <$500K,BELIZE,"Gaudreau, Margaret R",Other,"541990 - All Other Professional, Scientific and Technical Services",250000.0,500000.0
FY24,,LEGAL DRAFTER,INL/WHP,Recompete,ATSG,Competitive,2 years,Q1,>$250K and <$500K,BELIZE,"Gaudreau, Margaret R",Other,"541990 - All Other Professional, Scientific and Technical Services",250000.0,500000.0
